overall,reviewText,summary
4,"I will be wearing this for my wedding.  I am normally a 34D but the 36C fit better. There are ribs in the back that kind of poke into your lower back that are a little uncomfortable, and it does squeeze your lower body out a bit making a bit of a shelf, depending on your body type.  It's not visible under my wedding dress.  The front is a thin layer of padded foam to keep everything flat, and is otherwise comfortable.",I am normally a 34D but the 36C fit better. There are ribs in the back that kind ...
4,Great fit and quality product for a great price!,Four Stars
4,"The fit is the same as most of the shoes/boots I wear.  It took me a few days to break them in.  They do seem to be more comfortable every day.  I did oil them right away.  I would call them water resistant not water proof.  Worked in a pasture all day in the rain and the wet grass finally made it through the boots and the toes of my socks were wet when I took the boots off.

I am not sure I can give five stars until I see about durability.",Boots
4,Great jacket....all I expected,Four Stars
4,The Minnetonka moccasins fit as expected.  The are a very nice pink color.,The are a very nice pink color
4,"Good pants, classic fit, they haven't messed with them, unlike Levis and 501's. I ordered my usual size, they're about a half-inch small, but they stretch out a bit with wearing. Length is perfect. Should be very  comfortable when the sizing washes out.  I have two minor gripes: the front pockets would be easier to get into if they had more slash, and belt loops are too small for 11/2 inch ballistic belts -- I like the tunnel shape, though. I'll buy them again, might try one inch up next time.",Classic pants
4,Good shoes.  Fit as expected.,Good shoes. Fit as expected
4,A little small for a 9-1/2. Tried the 10s & they were too big.  Otherwise they seem made well.,Casual shoe
4,"I like my Keds very much as a casual weekend shoe.  it is not made for long distance walking but it is fine for what it is, an adorable, weekend or Friday casual at the office sneaker.",I like my Keds very much as a casual weekend shoe
4,"For the price and what I needed this  product for worked just fine. It would have received a 5 star except the hat did not fit quite as well as advertised, "" sized for adults-one fits most."" I got what I expected for the price and right now it is even less expensive than I paid.",Elementary
4,"I love the color & style! I read the previous comments so I ordered a half size up. I usually wear a size 8 1/2, so I ordered a size 9, but my toes were still bunched at the top. The shoes are very light in weight, and the light on the bottom makes them comfortable to wear and makes you easily seen at night. I'm sending them back and I can't wait for the 9 1/2 to arrive! I love the lights and the charging unit that comes with them. I gave them a 4 star because the maker's could tell you they run small! Otherwise, you can't go wrong with them.",Love this shoe!
4,"I needed something for a 4-day rifle class in Nevada.
This did the job. Glad I chose it from all the other options.","Good price, good cap"
4,I have worn this style many years. Hard ti find in stores. Great price and great shoe. Doesn't wear out.,Great price and great shoe
4,"At first I thought I was not going to like these traveltime mules, but the more I wore them the more I loved them.  Had to replace with a better quality more cushioned insole.  2 thing that bother me are 1, your feet sweat, 2, and then your feet start smelling.",At first I thought I was not going to like these traveltime mules
4,Low profile not that low but nice,Four Stars
4,"Really great, high quality shoe, it does run large however, unless you  want room for really thick socks. I'd personally suggest an entire size smaller, the quality of the leather will allow them to contour your for as you break them in.","Really great, high quality shoe"
4,"love the watch, very slim and light.
just as i expected it to be.
i m glad i took the plunge to buy it.. <3",as expected
4,Value,Four Stars
4,nice shirt - it shrank in first wash . i will order next size larger.,Four Stars
4,A little bit slim for Asian wide feet,A little bit slim for Asian wide feet
4,"This is the second pair I have bought my husband.  They are much more snug than the last pair which just seem a little wider.  The sheepskin shed everywhere.

Best house shoes for the money.  Super durable (my husband wears them EVERYWHERE)",Second pair.  They've been changed a bit.
4,"My son, who just turned 4, wanted to be a Ghostbuster for his Ghostbuster b-day party. This costume runs big, but he loved it anyway! We shorted the pants and adjusted the backpack. We are pleased overall. It will fit for years to come (bonus...a Halloween costume in the fall). Haven't washed it yet, a little nervous...it is very lightweight.",Pleased my 4 year old!
